address,area,direction,furniture,numBath,numBed,numFloor,price,property_back,property_road,type,type_detail,url
"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",87.0,,,4,4,4,4.45,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88839658.htm
"Đường Thanh Bình, Phường Mộ Lao, Quận Hà Đông, Hà Nội",25.0,,,,3,,2.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88839740.htm
"Đường Vĩnh Hưng, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",35.0,Nam,,3,3,,1.6,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88839790.htm
"Đường Cầu Cốc, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",40.0,,,5,3,5,2.75,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88840072.htm
"Đường Đỗ Nhuận, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",32.0,,,5,3,5,3.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/88841410.htm
"Đường Ngọc Thụy, Phường Ngọc Thụy, Quận Long Biên, Hà Nội",35.0,,Nội thất cao cấp,4,4,5,2.99,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88635898.htm
"Đường Dịch Vọng Hậu, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội",51.0,,,,4,,6.25,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88840234.htm
"ĐA SỸ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",38.0,,,,4,,4.8,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88840272.htm
"281, Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội",31.0,Đông Nam,Nội thất cao cấp,4,3,5,3.45,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88840124.htm
"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",25.0,,Nội thất cao cấp,4,3,5,2.59,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88841837.htm
"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",55.0,,Nội thất cao cấp,4,2,4,4.4,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88842092.htm
"Đường Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",40.0,,Hoàn thiện cơ bản,3,4,,3.6,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88842115.htm
"Đường Yên Lãng, Phường Trung Liệt, Quận Đống Đa, Hà Nội",40.0,,Nội thất đầy đủ,6,6,6,10.8,,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88698822.htm
"15, Đường Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội",16.0,Tây,,3,2,,1.75,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88827824.htm
"Cổ Linh, Phường Thạch Bàn, Quận Long Biên, Hà Nội",34.0,,Nội thất cao cấp,4,3,5,2.43,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88215701.htm
"vạn phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",38.0,Đông Nam,Nội thất cao cấp,3,4,4,4.1,,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88825018.htm
"Đường Lai Xá, Xã Kim Chung, Huyện Hoài Đức, Hà Nội",34.0,,,5,4,,2.55,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-hoai-duc/mua-ban-nha-dat/88825059.htm
"Đường Việt Hưng, Phường Việt Hưng, Quận Long Biên, Hà Nội",50.0,,Nội thất đầy đủ,,4,,6.15,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88825086.htm
"102, Hồ Văn chương, Phường Văn Chương, Quận Đống Đa, Hà Nội",35.0,,Nội thất đầy đủ,5,4,5,7.5,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88825204.htm
"nguyễn khoái, Phường Thanh Trì, Quận Hoàng Mai, Hà Nội",42.0,Tây Bắc,Nội thất đầy đủ,3,4,,2.45,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88825440.htm
"Đường Mỹ Đình, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",50.0,,,,2,,3.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88825484.htm
"Đường Bạch Mai, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",23.0,Đông Nam,,2,2,3,2.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88825509.htm
"Đường Hàm Nghi, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",40.0,,,5,4,,5.9,,Hẻm xe hơi,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88559004.htm
"Đường Xã Đàn 2, Phường Nam Đồng, Quận Đống Đa, Hà Nội",45.0,,Nội thất đầy đủ,6,6,,5.5,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88825130.htm
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",30.0,,,4,3,,3.65,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88319190.htm
"Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",91.0,,Nội thất đầy đủ,Nhiều hơn 6 phòng,6,7,15.2,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88825704.htm
"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",37.0,,,4,4,,4.7,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88321035.htm
"Đường Khương Thượng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",25.0,,,3,2,3,2.6,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88647822.htm
"Đường Xuân Đỉnh, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",35.0,Đông Bắc,Nội thất đầy đủ,4,4,6,3.2,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/88165299.htm
"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",33.0,,,4,3,,2.45,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88826881.htm
"Đường Hàn Thuyên, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội",34.0,,Nội thất cao cấp,3,3,4,4.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88822753.htm
"Đường Bát Khối, Phường Thạch Bàn, Quận Long Biên, Hà Nội",31.0,Đông Bắc,,4,3,,1.82,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88671887.htm
"Đường Hồ Tùng Mậu, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",50.0,,,4,4,,5.9,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88772952.htm
"Đường Chùa Bộc, Phường Trung Liệt, Quận Đống Đa, Hà Nội",38.0,,Nội thất cao cấp,3,4,5,3.45,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/87526357.htm
"Phố Nghĩa Đô, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",45.0,,Nội thất đầy đủ,4,4,,6.8,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88743504.htm
"Đường Vạn Phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội",32.0,,,3,3,4,2.7,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88652163.htm
"Vương Thừa Vũ, Phường Khương Mai, Quận Thanh Xuân, Hà Nội",48.0,,Nội thất đầy đủ,3,4,5,4.55,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/87707140.htm
"Đường Hồ Văn Chương, Phường Văn Chương, Quận Đống Đa, Hà Nội",40.0,,Nội thất cao cấp,5,5,,7.65,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88819937.htm
"Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",32.0,,,3,3,,3.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88820027.htm
"Đường Phùng Chí Kiên, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",42.0,,,,6,,6.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88787709.htm
"Đông thiên, Phường Vĩnh Hưng, Quận Hoàng Mai, Hà Nội",38.0,,,4,4,,2.8,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88820297.htm
"Đường Trường Chinh, Phường Ngã Tư Sở, Quận Đống Đa, Hà Nội",45.0,,Nội thất đầy đủ,4,3,,4.3,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/86803413.htm
"Đường Triều Khúc, Phường Thanh Xuân Nam, Quận Thanh Xuân, Hà Nội",39.0,,,2,2,3,2.55,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88336155.htm
"Đường Yên Lộ, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",38.0,Đông Nam,Hoàn thiện cơ bản,1,2,2,1.635,,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88820866.htm
"Đường Đê La Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",50.0,,Nội thất cao cấp,3,3,3,3.5,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/87449396.htm
"Hồng Mai-Bạch Mai, Phường Bạch Mai, Quận Hai Bà Trưng, Hà Nội",20.0,Đông Nam,Nội thất đầy đủ,1,3,5,4.5,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88451131.htm
"Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội",31.0,,,3,3,,1.85,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88820700.htm
"Đường Xuân La, Phường Xuân La, Quận Tây Hồ, Hà Nội",45.0,,Nội thất đầy đủ,,4,,6.5,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88820624.htm
"Đường Tân Xuân, Phường Xuân Đỉnh, Quận Bắc Từ Liêm, Hà Nội",42.0,,Nội thất đầy đủ,4,5,4,4.8,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/88821272.htm
"Đường Bùi Xương Trạch, Phường Khương Đình, Quận Thanh Xuân, Hà Nội",45.0,,Nội thất đầy đủ,5,6,5,5.4,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-thanh-xuan/mua-ban-nha-dat/88150051.htm
"đa sỹ, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",32.0,Đông,Nội thất đầy đủ,4,4,5,2.3,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88821552.htm
"Đường Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội",62.0,,,,3,4,3.45,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88821605.htm
"53, Đường Láng Hạ, Phường Thành Công, Quận Ba Đình, Hà Nội",35.0,,Nội thất đầy đủ,3,3,,4.0,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88821649.htm
"Tổ 13, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",34.0,Đông Nam,,3,3,,1.45,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88821670.htm
"Tổ 13, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",32.0,Đông Bắc,,3,3,,1.85,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88821814.htm
"Phú Lãm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",35.0,Đông Bắc,,3,3,,1.8,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88821864.htm
"Đường Nguyễn Khang, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",46.0,,Nội thất cao cấp,4,6,5,4.79,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88821945.htm
"Đường Thụy Khuê, Phường Bưởi, Quận Tây Hồ, Hà Nội",41.0,,Nội thất đầy đủ,,4,,4.6,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88822015.htm
"00, Đường Bát Khối, Phường Cự Khối, Quận Long Biên, Hà Nội",30.0,Tây Bắc,Hoàn thiện cơ bản,3,4,4,1.98,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88822240.htm
"Đường Lê Duẩn, Phường Phương Liên, Quận Đống Đa, Hà Nội",40.0,,,4,4,5,3.7,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88822255.htm
"Đường Lạc Long Quân, Phường Bưởi, Quận Tây Hồ, Hà Nội",38.0,Đông Nam,Hoàn thiện cơ bản,4,3,5,5.0,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88822273.htm
"Đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",45.0,,,6,5,,8.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/87654482.htm
"Đường Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",44.0,,Nội thất cao cấp,4,3,5,4.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88822318.htm
"Đường Kim Đồng, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội",48.0,,,4,5,,7.2,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88557319.htm
"Sài Đồng, Phường Sài Đồng, Quận Long Biên, Hà Nội",63.0,,,4,3,,6.32,Nở hậu,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88822482.htm
"Vĩnh Quỳnh, Xã Vĩnh Quỳnh, Huyện Thanh Trì, Hà Nội",36.0,Đông Nam,,2,3,,1.85,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-nha-dat/88732029.htm
"Đường Thạch Bàn, Phường Thạch Bàn, Quận Long Biên, Hà Nội",33.0,,,4,4,,2.85,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88822526.htm
"Đường Nguyễn Ngọc Vũ, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",35.0,,,3,3,4,3.5,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88822602.htm
"Đường Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội",30.0,,,,3,,3.2,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88822645.htm
"Đường Võng Thị, Phường Bưởi, Quận Tây Hồ, Hà Nội",30.0,Nam,Nội thất cao cấp,3,3,5,4.05,Nở hậu,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88802008.htm
"Đường Nước Phần Lan, Phường Tứ Liên, Quận Tây Hồ, Hà Nội",54.0,,,4,4,,9.5,,,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-tay-ho/mua-ban-nha-dat/88822892.htm
"11, Đường Kim Giang, Xã Thanh Liệt, Huyện Thanh Trì, Hà Nội",40.0,Đông Nam,Nội thất cao cấp,4,5,,3.85,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/huyen-thanh-tri/mua-ban-nha-dat/88077664.htm
"Lê Đức Thọ, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội",38.0,,,3,3,4,4.1,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88822911.htm
"Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",35.0,,Nội thất cao cấp,4,3,3,3.0,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88823496.htm
"hoà bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",36.0,Đông Nam,Nội thất cao cấp,3,4,4,1.588888888,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88823589.htm
"Đường Cầu Cốc, Phường Tây Mỗ, Quận Nam Từ Liêm, Hà Nội",30.06,,,3,3,,2.806,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88822967.htm
"Đường Lâm Hạ, Phường Bồ Đề, Quận Long Biên, Hà Nội",60.0,,Nội thất đầy đủ,4,4,4,6.1,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-long-bien/mua-ban-nha-dat/88823434.htm
"Đường Lê Đức Thọ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội",42.0,,,,3,,3.85,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88823792.htm
"Đường Hoàng Quốc Việt, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",47.0,,Nội thất cao cấp,3,4,5,4.9,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88427617.htm
"Đường Pháo Đài Láng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",52.0,,,5,4,,4.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88823431.htm
"Đường Lê Thanh Nghị, Phường Bách Khoa, Quận Hai Bà Trưng, Hà Nội",50.0,,,3,4,,5.2,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88823927.htm
"2, Đường Giảng Võ, Phường Cát Linh, Quận Đống Đa, Hà Nội",56.0,,,5,6,,13.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88823974.htm
"Đường Yên Hòa, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",44.0,,,3,3,,2.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88824513.htm
"Đường Đại Cát 3, Phường Liên Mạc, Quận Bắc Từ Liêm, Hà Nội",31.02,,,3,3,,2.102,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-bac-tu-liem/mua-ban-nha-dat/88824452.htm
"Đường Hòa Bình, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội",38.0,Đông Nam,Hoàn thiện cơ bản,3,4,4,1.7,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88824317.htm
"279, Đường Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội",25.0,,,3,3,,2.75,,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/88824520.htm
"Đường Yên Phúc, Phường Phúc La, Quận Hà Đông, Hà Nội",100.8,Tây Bắc,,4,4,4,13.7,,,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88824583.htm
"Đường Tôn Thất Tùng, Phường Khương Thượng, Quận Đống Đa, Hà Nội",34.0,,Nội thất đầy đủ,4,4,5,2.999999,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88827321.htm
"27, Đường Tam Trinh, Phường Mai Động, Quận Hoàng Mai, Hà Nội",59.0,Nam,,5,6,6,10.6,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88824882.htm
"102, Đường Thái Hà, Phường Trung Liệt, Quận Đống Đa, Hà Nội",54.0,,Nội thất đầy đủ,5,6,6,9.0,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-dong-da/mua-ban-nha-dat/88824738.htm
"Đường Yên Bái 2, Phường Phố Huế, Quận Hai Bà Trưng, Hà Nội",42.0,,Nội thất đầy đủ,4,4,,14.8,Nở hậu,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hai-ba-trung/mua-ban-nha-dat/88741902.htm
"Đường Hồ Tùng Mậu, Phường Mỹ Đình 1, Quận Nam Từ Liêm, Hà Nội",36.0,,,,2,,3.25,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88827518.htm
"188, Đường Đại Mỗ, Phường Đại Mỗ, Quận Nam Từ Liêm, Hà Nội",80.0,Tây,Nội thất đầy đủ,3,4,4,9.6,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-nam-tu-liem/mua-ban-nha-dat/88424874.htm
"Đường Hoàng Mai, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",40.0,,Nội thất cao cấp,3,4,5,3.4,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88818687.htm
"Trương Định, Phường Tương Mai, Quận Hoàng Mai, Hà Nội",66.0,,,3,3,,3.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88817931.htm
"Đường Trương Định, Phường Định Công, Quận Hoàng Mai, Hà Nội",53.0,,,,1,,6.7,,,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-hoang-mai/mua-ban-nha-dat/88817926.htm
"Đường Trung Kính, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",105.0,,Nội thất đầy đủ,5,5,5,12.6,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88817950.htm
"Đường Quang Trung, Phường Quang Trung, Quận Hà Đông, Hà Nội",31.0,,,1,2,,4.5,,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88818032.htm
"Đường Đào Tấn, Phường Cống Vị, Quận Ba Đình, Hà Nội",35.0,,,4,3,,4.3,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-ba-dinh/mua-ban-nha-dat/85755770.htm
"Đường Mậu Lương, Phường Kiến Hưng, Quận Hà Đông, Hà Nội",35.0,,,4,4,,3.8,,Hẻm xe hơi,Nhà ở,Nhà mặt phố,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88818034.htm
"Đường Lạc Long Quân, Phường Nghĩa Đô, Quận Cầu Giấy, Hà Nội",35.0,,,4,3,,4.35,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88818036.htm
"phố xốm, Phường Phú Lãm, Quận Hà Đông, Hà Nội",38.0,,Nội thất cao cấp,,4,5,2.5,Nở hậu,Hẻm xe hơi,Nhà ở,Nhà phố liền kề,https://nha.chotot.com/ha-noi/quan-ha-dong/mua-ban-nha-dat/88818084.htm
"Đường Nguyễn Khang, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội",55.0,,,,7,,6.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88818090.htm
"Đường Trung Hòa, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội",38.0,,,4,4,,4.5,,,Nhà ở,Nhà ngõ,https://nha.chotot.com/ha-noi/quan-cau-giay/mua-ban-nha-dat/88818091.htm
