address,area,direction,furniture,numBath,numBed,numFloor,price,type,type_detail,url
"???ng Nguy?n Xi?n, Xã Tân Tri?u, Huy?n Thanh Trì, Hà N?i",76,,,2,2,1,2.1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/89236929.htm
"609, ???ng Tr??ng ??nh, Ph??ng Giáp Bát, Qu?n Hoàng Mai, Hà N?i",76,?ông,N?i th?t cao c?p,2,2,1,2.25,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/89237393.htm
"???ng Phan Tr?ng Tu?, Xã T? Thanh Oai, Huy?n Thanh Trì, Hà N?i",45,,,1,1,1,0.72,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/89238014.htm
"???ng T? H?u, Ph??ng La Khê, Qu?n Hà ?ông, Hà N?i",125,,N?i th?t ??y ??,2,3,1,2.8,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89238357.htm
"Ngõ 606 ???ng Ng?c Th?y, Ph??ng Ng?c Th?y, Qu?n Long Biên, Hà N?i",72,B?c,N?i th?t ??y ??,2,2,1,1.75,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/89238397.htm
"???ng Hu?nh V?n Ngh?, Ph??ng Sài ??ng, Long Biên, Ha? Nô?i, Ph??ng Sài ??ng, Qu?n Long Biên, Hà N?i",75,,Hoàn thi?n c? b?n,2,2,1,2.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/88951364.htm
"???ng C? L?c, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",45,,Hoàn thi?n c? b?n,1,2,1,1.1,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/89057571.htm
"???ng Lý S?n, Ph??ng Th??ng Thanh, Qu?n Long Biên, Hà N?i",69,Tây B?c,,2,2,1,2.15,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/89240341.htm
"???ng Phúc La, Ph??ng V?n Phúc, Qu?n Hà ?ông, Hà N?i",57,,,2,2,1,1.38,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89240800.htm
"???ng Phúc La, Ph??ng V?n Phúc, Qu?n Hà ?ông, Hà N?i",50,,,1,2,1,1.25,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89240925.htm
"???ng Linh ???ng, Ph??ng Hoàng Li?t, Qu?n Hoàng Mai, Hà N?i",67,?ông B?c,N?i th?t ??y ??,2,2,1,1.19,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/89247019.htm
"???ng T? H?u, Ph??ng La Khê, Qu?n Hà ?ông, Hà N?i",103,Tây,N?i th?t ??y ??,3,3,1,2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89247278.htm
"???ng Phúc La, Ph??ng V?n Phúc, Qu?n Hà ?ông, Hà N?i",66.3,?ông Nam,,2,2,1,1.689,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89247423.htm
"???ng Lê Tr?ng T?n, Ph??ng Ki?n H?ng, Qu?n Hà ?ông, Hà N?i",70,,,2,2,1,1.18,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89247564.htm
"???ng Phan Tr?ng Tu?, Xã T? Thanh Oai, Huy?n Thanh Trì, Hà N?i",56,?ông B?c,,2,2,1,0.9,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/89247834.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",43,Tây B?c,Hoàn thi?n c? b?n,1,2,1,0.21,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89247893.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",62,?ông Nam,N?i th?t cao c?p,1,2,1,0.0024,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89247946.htm
"K?T Nam Th?ng Long, Ph??ng ?ông Ng?c, Qu?n B?c T? Liêm, Hà N?i",108,,,2,3,1,2.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/82837219.htm
"???ng Tân Xuân, Ph??ng ?ông Ng?c, Qu?n B?c T? Liêm, Hà N?i",62,Tây,N?i th?t cao c?p,2,2,1,1.54,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/89249931.htm
"???ng Qu?c L? 5, Th? tr?n Trâu Qu?, Huy?n Gia Lâm, Hà N?i",46,?ông Nam,Hoàn thi?n c? b?n,1,1,1,1.38,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/89251291.htm
"10, Ngõ 213, Th? tr?n Trâu Qu?, Huy?n Gia Lâm, Hà N?i",67,Nam,Hoàn thi?n c? b?n,2,3,1,3.5,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-gia-lam-ha-noi/89251442.htm
"???ng Gi?ng Võ, Ph??ng Ô Ch? D?a, Qu?n ??ng ?a, Hà N?i",70,Tây,,1,2,1,2.2,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/89252083.htm
"425, ???ng An D??ng V??ng, Ph??ng Phú Th??ng, Qu?n Tây H?, Hà N?i",91.94,B?c,Hoàn thi?n c? b?n,2,3,1,2.768,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/89253215.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",43,?ông Nam,,1,1,1,1.45,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89253343.htm
"???ng Cây Keo, Ph??ng Xuân ??nh, Qu?n B?c T? Liêm, Hà N?i",70,?ông Nam,N?i th?t cao c?p,2,2,1,0.04,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/89253657.htm
"???ng ??i l? Th?ng Long, Ph??ng ??i M?, Qu?n Nam T? Liêm, Hà N?i",43,,N?i th?t cao c?p,1,2,1,1.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/88558327.htm
"???ng Hàm Nghi, Ph??ng C?u Di?n, Qu?n Nam T? Liêm, Hà N?i",122,Tây,,2,2,1,10.6,C?n h?/Chung c?,Officetel,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89254050.htm
"???ng Hu?nh V?n Ngh?, Ph??ng Phúc ??ng, Qu?n Long Biên, Hà N?i",67,,Hoàn thi?n c? b?n,2,2,1,2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/89003396.htm
"203, 203 ???ng Nguy?n Huy T??ng, Ph??ng Thanh Xuân Trung, Qu?n Thanh Xuân, Hà N?i",66,,,2,2,1,2.9,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/89241914.htm
"???ng Phùng H?ng, Ph??ng Phúc La, Qu?n Hà ?ông, Hà N?i",75,,,2,2,1,1.3,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89227873.htm
"???ng Phúc La, Ph??ng V?n Phúc, Qu?n Hà ?ông, Hà N?i",70,Tây,Hoàn thi?n c? b?n,2,2,1,1.2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89219656.htm
"???ng Phan Tr?ng Tu?, Xã T? Thanh Oai, Huy?n Thanh Trì, Hà N?i",47,,,1,1,1,0.68,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/89220703.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",56,?ông Nam,N?i th?t ??y ??,1,2,1,1.75,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89221059.htm
"???ng Nguy?n Xi?n, Xã Tân Tri?u, Huy?n Thanh Trì, Hà N?i",62,,,1,2,1,2.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/89221184.htm
"Le Grand Jardin, Khu ?ô th? m?i Sài ??ng, Ph??ng Sài ??ng, Qu?n Long Biên, Hà N?i",76,,Hoàn thi?n c? b?n,2,2,1,2.38,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/89221188.htm
"D? án Le Grand Jardin, Khu ?ô th? m?i Sài ??ng, Ph??ng Sài ??ng, Qu?n Long Biên, Hà N?i",97,,,2,3,1,3,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/89221319.htm
"D? án An Quý H?ng Riverside Lo, ???ng Nam ?u?ng, Ph??ng Long Biên, Qu?n Long Biên, Hà N?i",61,,,2,2,1,1.7,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/89221410.htm
"???ng ??i l? Th?ng Long, Ph??ng ??i M?, Qu?n Nam T? Liêm, Hà N?i",64,,,2,2,1,2.43,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89221578.htm
"190 Ph? Sài ??ng, ph??ng Vi?t H?ng, qu?n Long Biên, Tp.Hà N?i, Ph??ng Vi?t H?ng, Qu?n Long Biên, Hà N?i",86,,Hoàn thi?n c? b?n,2,3,1,2.232,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/88703261.htm
"???ng Láng, Ph??ng Láng H?, Qu?n ??ng ?a, Hà N?i",68,,,2,2,1,2.05,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/89223252.htm
"???ng Tr??ng Chinh, Ph??ng Kh??ng Th??ng, Qu?n ??ng ?a, Hà N?i",46,,N?i th?t ??y ??,1,2,1,0.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/89225499.htm
"23, ???ng Ngh?a ?ô, Ph??ng Trung Hoà, Qu?n C?u Gi?y, Hà N?i",64,Tây,Hoàn thi?n c? b?n,1,2,1,2.558,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/89226571.htm
"???ng ??i l? Th?ng Long, Xã Vân Canh, Huy?n Hoài ??c, Hà N?i",128,?ông B?c,,2,3,1,3.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-hoai-duc-ha-noi/89227038.htm
"S? 99, S? 99 ???ng Tr?n Bình, Ph??ng M? ?ình 2, Qu?n Nam T? Liêm, Hà N?i",70,,N?i th?t ??y ??,2,2,1,2.45,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89213002.htm
"???ng ??i l? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",55,,Hoàn thi?n c? b?n,1,2,1,1.87,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89206859.htm
"???ng Phùng H?ng, Ph??ng Phúc La, Qu?n Hà ?ông, Hà N?i",55,?ông B?c,,1,1,1,0.95,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89197392.htm
"???ng T? H?u, Ph??ng La Khê, Qu?n Hà ?ông, Hà N?i",107,Tây B?c,N?i th?t ??y ??,2,3,1,2.65,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89197681.htm
"???ng Phùng H?ng, Ph??ng Phúc La, Qu?n Hà ?ông, Hà N?i",81,Tây Nam,,2,2,1,1.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89197822.htm
"Khu ?ô th? M? Lao, Ph??ng M? Lao, Qu?n Hà ?ông, Hà N?i",107,?ông Nam,N?i th?t cao c?p,2,3,1,3.08,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89198260.htm
"S? 418, S? 418 ???ng Quang Trung, Ph??ng Quang Trung, Qu?n Hà ?ông, Hà N?i",58,?ông B?c,Hoàn thi?n c? b?n,1,2,1,1.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89198281.htm
"Ngõ 28, Ngõ 28 ???ng Xuân La, Ph??ng Xuân La, Qu?n Tây H?, Hà N?i",72,,N?i th?t ??y ??,2,2,1,2.8,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/89198448.htm
"99, 99 ???ng Tân Mai, Ph??ng Tân Mai, Qu?n Hoàng Mai, Hà N?i",99,,,2,3,1,4.08,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/89198621.htm
"???ng Tô Hi?u, Ph??ng Hà C?u, Hà ?ông, Ha? Nô?i, Ph??ng Hà C?u, Qu?n Hà ?ông, Hà N?i",83,?ông Nam,Hoàn thi?n c? b?n,2,3,1,2.1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89198671.htm
"???ng 70, Ph??ng ??i M?, Qu?n Nam T? Liêm, Hà N?i",60,,,1,2,1,1.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89198730.htm
"???ng V? Ph?m Hàm, Ph??ng Yên Hoà, Qu?n C?u Gi?y, Hà N?i",80,,,1,2,1,2.45,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/88838980.htm
"???ng Nguy?n Xi?n, Ph??ng H? ?ình, Qu?n Thanh Xuân, Hà N?i",177,,,4,5,1,6.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/89199736.htm
"66 C?m Vòng, Ph??ng D?ch V?ng, Qu?n C?u Gi?y, Hà N?i",58,,,2,2,1,1.1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/89200066.htm
"ct1, ???ng 70, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",78,Nam,,2,3,1,1.65,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89200470.htm
"Nguy?n ??ng chi, Ph??ng Phú Di?n, Qu?n B?c T? Liêm, Hà N?i",56,?ông,Hoàn thi?n c? b?n,1,2,1,0.94,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/89203455.htm
"2, Hoàng C?u, Ph??ng Ô Ch? D?a, Qu?n ??ng ?a, Hà N?i",80,Nam,,1,2,1,0.013,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/89205620.htm
"???ng Nguy?n Ng?c V?, Ph??ng Trung Hoà, Qu?n C?u Gi?y, Hà N?i",68,,Hoàn thi?n c? b?n,2,2,1,2.1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/89205791.htm
"???ng Phan Tr?ng Tu?, Xã T? Thanh Oai, Huy?n Thanh Trì, Hà N?i",45,,,1,1,1,0.68,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/89206478.htm
"16, ???ng Phan Tr?ng Tu?, Xã T? Thanh Oai, Huy?n Thanh Trì, Hà N?i",88,Tây Nam,,2,2,1,1.7,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/89206715.htm
"???ng Quan Nhân, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",50,,Hoàn thi?n c? b?n,1,2,1,1.18,C?n h?/Chung c?,C?n h? d?ch v?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/89206754.htm
"???ng Lê Tr?ng T?n, Ph??ng Ki?n H?ng, Qu?n Hà ?ông, Hà N?i",70,?ông Nam,,2,2,1,1.26,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89206935.htm
"s? 536, s? 536 ???ng Minh Khai, Ph??ng Minh Khai, Qu?n Hai Bà Tr?ng, Hà N?i",74,,,2,2,1,0.032,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/89207419.htm
"???ng L??ng Khánh Thi?n, Ph??ng T??ng Mai, Qu?n Hoàng Mai, Hà N?i",60,?ông,Hoàn thi?n c? b?n,1,2,1,1.2,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/89207542.htm
"???ng Minh Khai, Ph??ng V?nh Tuy, Qu?n Hai Bà Tr?ng, Hà N?i",60,,,1,2,1,1.45,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hai-ba-trung-ha-noi/89207586.htm
"???ng ??nh Công, Ph??ng ??nh Công, Qu?n Hoàng Mai, Hà N?i",48,,,1,2,1,1.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/89207589.htm
"???ng Phúc La, Ph??ng V?n Phúc, Qu?n Hà ?ông, Hà N?i",50,,,1,2,1,1.25,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89207611.htm
"??i L? Th?ng Long, Ph??ng Tây M?, Qu?n Nam T? Liêm, Hà N?i",54,,Hoàn thi?n c? b?n,2,2,1,0.3,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/87774605.htm
"l?c H?ng, Ph??ng Xuân La, Qu?n Tây H?, Hà N?i",82,?ông B?c,N?i th?t cao c?p,2,2,1,2.4,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-tay-ho-ha-noi/89207830.htm
"16, ???ng Tr?n Qu?c To?n, Ph??ng Hàng Bài, Qu?n Hoàn Ki?m, Hà N?i",45,,N?i th?t ??y ??,1,2,1,2.15,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoan-kiem-ha-noi/89207893.htm
"khu ?ô th? Vi?t H?ng, Lô CT-21B, Ph??ng Vi?t H?ng, Qu?n Long Biên, Hà N?i",80,?ông B?c,N?i th?t ??y ??,2,3,1,2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/89207926.htm
,70,,Hoàn thi?n c? b?n,,2,1,2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/89207951.htm
"29, ???ng Nguy?n Chánh, Ph??ng Yên Hoà, Qu?n C?u Gi?y, Hà N?i",70,?ông Nam,N?i th?t cao c?p,2,2,1,2.7,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/89208188.htm
"???ng Nhân Hòa, Ph??ng Nhân Chính, Qu?n Thanh Xuân, Hà N?i",33,,,1,2,1,0.7,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-thanh-xuan-ha-noi/88458709.htm
"???ng L?c Long Quân, Ph??ng Ngh?a ?ô, Qu?n C?u Gi?y, Hà N?i",50,,,,2,1,1,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/88207047.htm
"???ng Vành ?ai 3, Ph??ng Yên S?, Qu?n Hoàng Mai, Hà N?i",47.6,?ông Nam,N?i th?t ??y ??,1,2,1,1.3,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/89209883.htm
"???ng Tân Tri?u, Xã Tân Tri?u, Huy?n Thanh Trì, Hà N?i",86,,,2,3,1,2.88,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/89210095.htm
"???ng Lê Tr?ng T?n, Ph??ng Ki?n H?ng, Qu?n Hà ?ông, Hà N?i",70,,,2,2,1,1.2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89210732.htm
"???ng Tr??ng Chinh, Ph??ng Kh??ng Th??ng, Qu?n ??ng ?a, Hà N?i",35,,N?i th?t ??y ??,1,1,1,0.55,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/89102669.htm
"???ng Lê Tr?ng T?n, Ph??ng Ki?n H?ng, Qu?n Hà ?ông, Hà N?i",70,,N?i th?t ??y ??,2,2,1,0.013,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89212561.htm
"Ph?m V?n ??ng, Ph??ng Xuân ??nh, Qu?n B?c T? Liêm, Hà N?i",67,Nam,Hoàn thi?n c? b?n,2,2,1,0.536,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-bac-tu-liem-ha-noi/88572494.htm
"120 ??nh Công, ph??ng ??nh Công, qu?n Hoàng Mai, Hà N?i, Ph??ng ??nh Công, Qu?n Hoàng Mai, Hà N?i",65,,Hoàn thi?n c? b?n,2,2,1,2.47,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-hoang-mai-ha-noi/89213712.htm
"???ng Quang Lai, Xã T? Hi?p, Huy?n Thanh Trì, Hà N?i",148,,Hoàn thi?n c? b?n,3,4,1,2.5,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/89213782.htm
"T? 18 ???ng Gia Th??ng, ph??ng Th??ng Thanh, qu?n Long Biên, TP. Hà N?i",61,,,,2,1,1.6,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-long-bien-ha-noi/88893204.htm
"???ng ???ng Láng, Ph??ng Láng Th??ng, Qu?n ??ng ?a, Hà N?i",35,Tây,N?i th?t ??y ??,2,2,1,1.63,C?n h?/Chung c?,T?p th?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/89214795.htm
"???ng T? H?u, Ph??ng D??ng N?i, Qu?n Hà ?ông, Hà N?i",69,?ông B?c,N?i th?t ??y ??,2,2,1,1.35,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89215442.htm
"???ng T? H?u, Ph??ng La Khê, Qu?n Hà ?ông, Hà N?i",142,,,3,4,1,3.2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89215751.htm
"24, 24 ???ng Nguy?n C? Th?ch, Ph??ng M? ?ình 1, Qu?n Nam T? Liêm, Hà N?i",170,,Bàn giao thô,3,4,1,4.25,C?n h?/Chung c?,Duplex,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-nam-tu-liem-ha-noi/89215829.htm
"???ng Tôn ??c Th?ng, Ph??ng Hàng B?t, Qu?n ??ng ?a, Hà N?i",35,,,1,1,1,0.65,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-dong-da-ha-noi/89215952.htm
"???ng T? H?u, Ph??ng La Khê, Qu?n Hà ?ông, Hà N?i",135,?ông Nam,N?i th?t ??y ??,3,3,1,3.16,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89216595.htm
"???ng Phan Tr?ng Tu?, Xã T? Thanh Oai, Huy?n Thanh Trì, Hà N?i",455,Tây B?c,,1,1,1,0.65,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/89216784.htm
"???ng Qu?c l? 1A, Xã T? Hi?p, Huy?n Thanh Trì, Hà N?i",72.36,Tây B?c,Hoàn thi?n c? b?n,2,2,1,2.2,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-huyen-thanh-tri-ha-noi/89217607.htm
"???ng Nguy?n Ng?c V?, Ph??ng Trung Hoà, Qu?n C?u Gi?y, Hà N?i",70,,Hoàn thi?n c? b?n,2,2,1,2.05,C?n h?/Chung c?,Chung c?,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-cau-giay-ha-noi/89218341.htm
"???ng V?n Phúc, Ph??ng V?n Phúc, Qu?n Hà ?ông, Hà N?i",165,,N?i th?t ??y ??,3,3,1,17.8,C?n h?/Chung c?,Duplex,https://nha.chotot.com/mua-ban-can-ho-chung-cu-quan-ha-dong-ha-noi/89218645.htm
